pred: 13.51 deg. took: 10.47 ms | cam=0.82 prep=1.47 pred=8.18
pred: 18.60 deg. took: 10.67 ms | cam=0.93 prep=1.47 pred=8.27
pred: 18.24 deg. took: 11.44 ms | cam=0.83 prep=1.46 pred=9.16
pred: 15.74 deg. took: 12.47 ms | cam=0.82 prep=1.50 pred=10.16
pred: 22.52 deg. took: 10.42 ms | cam=0.85 prep=1.49 pred=8.08
pred: 24.38 deg. took: 11.08 ms | cam=0.83 prep=1.35 pred=8.90
pred: 23.91 deg. took: 10.13 ms | cam=0.85 prep=1.45 pred=7.83
pred: 22.38 deg. took: 17.70 ms | cam=0.82 prep=1.48 pred=15.40
pred: 22.69 deg. took: 10.28 ms | cam=0.80 prep=1.46 pred=8.01
pred: 22.19 deg. took: 10.67 ms | cam=0.85 prep=1.47 pred=8.35
pred: 22.30 deg. took: 10.30 ms | cam=0.87 prep=1.47 pred=7.97
pred: 22.65 deg. took: 10.58 ms | cam=0.87 prep=1.46 pred=8.25
pred: 21.82 deg. took: 10.31 ms | cam=0.81 prep=1.46 pred=8.03
pred: 21.83 deg. took: 14.22 ms | cam=0.83 prep=1.46 pred=11.93
pred: 18.47 deg. took: 10.74 ms | cam=0.88 prep=1.50 pred=8.36
pred: 18.01 deg. took: 10.37 ms | cam=0.80 prep=1.41 pred=8.16
pred: 18.60 deg. took: 10.47 ms | cam=0.86 prep=1.47 pred=8.15
pred: 19.78 deg. took: 10.27 ms | cam=0.83 prep=1.51 pred=7.94
pred: 21.34 deg. took: 10.34 ms | cam=0.82 prep=1.44 pred=8.08
pred: 23.22 deg. took: 10.42 ms | cam=0.92 prep=1.48 pred=8.03
pred: 18.84 deg. took: 10.42 ms | cam=0.82 prep=1.50 pred=8.09
pred: 19.60 deg. took: 10.69 ms | cam=0.85 prep=1.50 pred=8.35
pred: 15.29 deg. took: 10.57 ms | cam=0.84 prep=1.47 pred=8.25
pred: 8.47 deg. took: 10.35 ms | cam=0.81 prep=1.51 pred=8.03
pred: 4.09 deg. took: 10.39 ms | cam=0.88 prep=1.46 pred=8.05
pred: 4.25 deg. took: 10.33 ms | cam=0.83 prep=1.50 pred=7.99
pred: 9.29 deg. took: 10.39 ms | cam=0.85 prep=1.44 pred=8.09
pred: 13.33 deg. took: 10.37 ms | cam=0.85 prep=1.48 pred=8.04
pred: 16.79 deg. took: 11.21 ms | cam=0.81 prep=1.47 pred=8.92
pred: 10.89 deg. took: 10.28 ms | cam=0.89 prep=1.46 pred=7.93
pred: 8.28 deg. took: 10.36 ms | cam=0.84 prep=1.48 pred=8.03
pred: 6.55 deg. took: 10.16 ms | cam=0.86 prep=1.49 pred=7.81
pred: 0.51 deg. took: 10.39 ms | cam=0.82 prep=1.48 pred=8.09
pred: -0.77 deg. took: 11.37 ms | cam=0.82 prep=1.52 pred=9.03
pred: -0.89 deg. took: 10.18 ms | cam=0.79 prep=1.45 pred=7.95
pred: -2.53 deg. took: 10.82 ms | cam=0.82 prep=1.47 pred=8.53
pred: -1.28 deg. took: 15.57 ms | cam=0.89 prep=1.46 pred=13.22
pred: -2.04 deg. took: 10.64 ms | cam=0.84 prep=1.53 pred=8.26
pred: -2.23 deg. took: 10.16 ms | cam=0.82 prep=1.44 pred=7.90
pred: -3.76 deg. took: 10.40 ms | cam=0.92 prep=1.45 pred=8.02
pred: -6.21 deg. took: 10.47 ms | cam=0.83 prep=1.48 pred=8.16
pred: -6.49 deg. took: 10.32 ms | cam=0.85 prep=1.45 pred=8.03
pred: -12.71 deg. took: 10.17 ms | cam=0.87 prep=1.47 pred=7.83
pred: -14.98 deg. took: 11.25 ms | cam=0.82 prep=1.43 pred=9.00
pred: -4.72 deg. took: 10.12 ms | cam=0.89 prep=1.45 pred=7.79
pred: -2.05 deg. took: 10.14 ms | cam=0.82 prep=1.49 pred=7.83
pred: -0.03 deg. took: 10.55 ms | cam=0.86 prep=1.48 pred=8.21
pred: -6.41 deg. took: 10.30 ms | cam=0.84 prep=1.46 pred=8.00
pred: -0.79 deg. took: 10.44 ms | cam=0.82 prep=1.48 pred=8.14
pred: 1.64 deg. took: 10.46 ms | cam=0.85 prep=1.44 pred=8.17
pred: 4.62 deg. took: 10.69 ms | cam=0.87 prep=1.46 pred=8.36
pred: 5.37 deg. took: 10.44 ms | cam=0.85 prep=1.49 pred=8.10
pred: 5.90 deg. took: 10.39 ms | cam=0.83 prep=1.47 pred=8.09
pred: 5.56 deg. took: 10.39 ms | cam=0.83 prep=1.53 pred=8.03
pred: 5.51 deg. took: 10.32 ms | cam=0.85 prep=1.42 pred=8.04
pred: 5.35 deg. took: 13.54 ms | cam=0.84 prep=1.44 pred=11.25
pred: 5.02 deg. took: 10.33 ms | cam=0.89 prep=1.43 pred=8.01
pred: 6.90 deg. took: 10.33 ms | cam=0.85 prep=1.41 pred=8.07
pred: 15.55 deg. took: 11.12 ms | cam=0.83 prep=1.47 pred=8.83
pred: 18.19 deg. took: 10.11 ms | cam=0.77 prep=1.42 pred=7.93
pred: 20.96 deg. took: 10.12 ms | cam=0.84 prep=1.43 pred=7.85
pred: 24.20 deg. took: 10.36 ms | cam=0.88 prep=1.45 pred=8.04
pred: 25.34 deg. took: 10.34 ms | cam=0.88 prep=1.47 pred=7.99
pred: 25.74 deg. took: 10.59 ms | cam=0.84 prep=1.47 pred=8.28
pred: 28.37 deg. took: 10.27 ms | cam=0.85 prep=1.43 pred=7.98
pred: 28.54 deg. took: 10.13 ms | cam=0.79 prep=1.39 pred=7.95
pred: 28.38 deg. took: 10.58 ms | cam=0.85 prep=1.43 pred=8.30
pred: 28.13 deg. took: 10.17 ms | cam=0.82 prep=1.46 pred=7.89
pred: 29.25 deg. took: 10.53 ms | cam=0.87 prep=1.49 pred=8.16
pred: 27.84 deg. took: 10.20 ms | cam=0.86 prep=1.47 pred=7.87
pred: 24.30 deg. took: 10.54 ms | cam=0.84 prep=1.49 pred=8.21
pred: 21.84 deg. took: 10.30 ms | cam=0.86 prep=1.47 pred=7.97
pred: 16.80 deg. took: 10.44 ms | cam=0.83 prep=1.48 pred=8.14
pred: 19.23 deg. took: 10.16 ms | cam=0.82 prep=1.38 pred=7.95
pred: 26.03 deg. took: 10.41 ms | cam=0.85 prep=1.46 pred=8.10
pred: 21.76 deg. took: 10.48 ms | cam=0.85 prep=1.46 pred=8.17
pred: 18.77 deg. took: 10.24 ms | cam=0.85 prep=1.47 pred=7.92
pred: 9.23 deg. took: 10.52 ms | cam=0.87 prep=1.49 pred=8.17
pred: 5.93 deg. took: 10.25 ms | cam=0.81 prep=1.47 pred=7.97
pred: 10.19 deg. took: 10.44 ms | cam=0.85 prep=1.49 pred=8.10
pred: 14.16 deg. took: 10.51 ms | cam=0.84 prep=1.48 pred=8.18
pred: 14.67 deg. took: 10.38 ms | cam=0.84 prep=1.47 pred=8.06
pred: 2.34 deg. took: 10.27 ms | cam=0.87 prep=1.46 pred=7.94
pred: 3.36 deg. took: 10.77 ms | cam=0.82 prep=1.53 pred=8.42
pred: 4.38 deg. took: 10.69 ms | cam=0.83 prep=1.46 pred=8.40
pred: 13.85 deg. took: 10.84 ms | cam=0.89 prep=1.47 pred=8.49
pred: 16.41 deg. took: 10.65 ms | cam=0.92 prep=1.46 pred=8.28
pred: 12.32 deg. took: 10.74 ms | cam=0.82 prep=1.50 pred=8.43
pred: 10.19 deg. took: 10.56 ms | cam=0.83 prep=1.48 pred=8.25
pred: 12.44 deg. took: 10.48 ms | cam=0.86 prep=1.45 pred=8.17
pred: 8.57 deg. took: 10.37 ms | cam=0.82 prep=1.47 pred=8.08
pred: 13.19 deg. took: 10.42 ms | cam=0.90 prep=1.49 pred=8.04
pred: 8.81 deg. took: 10.16 ms | cam=0.82 prep=1.49 pred=7.85
pred: 8.45 deg. took: 10.39 ms | cam=0.82 prep=1.45 pred=8.12
pred: 18.98 deg. took: 10.34 ms | cam=0.85 prep=1.45 pred=8.03
pred: 19.97 deg. took: 10.23 ms | cam=0.82 prep=1.48 pred=7.93
pred: 18.46 deg. took: 10.51 ms | cam=0.84 prep=1.45 pred=8.22
pred: 20.58 deg. took: 10.37 ms | cam=0.88 prep=1.48 pred=8.00
pred: 20.76 deg. took: 10.35 ms | cam=0.82 prep=1.44 pred=8.09
pred: 23.48 deg. took: 10.27 ms | cam=0.86 prep=1.47 pred=7.93
pred: 23.54 deg. took: 10.43 ms | cam=0.82 prep=1.46 pred=8.15
pred: 24.59 deg. took: 11.44 ms | cam=0.85 prep=1.43 pred=9.16
pred: 24.68 deg. took: 10.40 ms | cam=0.86 prep=1.48 pred=8.06
pred: 22.65 deg. took: 11.40 ms | cam=0.83 prep=1.50 pred=9.07
pred: 21.93 deg. took: 10.98 ms | cam=0.85 prep=1.49 pred=8.65
pred: 22.56 deg. took: 11.37 ms | cam=0.82 prep=1.48 pred=9.08
pred: 22.25 deg. took: 10.32 ms | cam=0.79 prep=1.44 pred=8.10
pred: 19.37 deg. took: 10.66 ms | cam=0.83 prep=1.52 pred=8.31
pred: 16.00 deg. took: 10.19 ms | cam=0.83 prep=1.46 pred=7.91
pred: 16.32 deg. took: 10.65 ms | cam=0.94 prep=1.44 pred=8.27
pred: 18.79 deg. took: 10.46 ms | cam=0.82 prep=1.49 pred=8.15
pred: 15.44 deg. took: 10.36 ms | cam=0.86 prep=1.49 pred=8.02
pred: 7.88 deg. took: 10.32 ms | cam=0.83 prep=1.48 pred=8.00
pred: 7.78 deg. took: 10.38 ms | cam=0.82 prep=1.46 pred=8.10
pred: 11.29 deg. took: 11.19 ms | cam=0.88 prep=1.46 pred=8.85
pred: 10.53 deg. took: 10.37 ms | cam=0.84 prep=1.47 pred=8.06
pred: 11.24 deg. took: 10.54 ms | cam=0.86 prep=1.51 pred=8.17
pred: 14.61 deg. took: 10.65 ms | cam=0.82 prep=1.41 pred=8.42
pred: 13.93 deg. took: 10.41 ms | cam=0.84 prep=1.44 pred=8.14
pred: 15.34 deg. took: 10.19 ms | cam=0.84 prep=1.50 pred=7.85
pred: 13.07 deg. took: 10.53 ms | cam=0.87 prep=1.50 pred=8.17
pred: 14.87 deg. took: 10.33 ms | cam=0.86 prep=1.45 pred=8.02
pred: 8.96 deg. took: 12.39 ms | cam=0.82 prep=1.47 pred=10.10
pred: 6.59 deg. took: 10.66 ms | cam=0.83 prep=1.44 pred=8.39
pred: 4.95 deg. took: 10.21 ms | cam=0.85 prep=1.45 pred=7.91
pred: 13.74 deg. took: 10.41 ms | cam=0.86 prep=1.50 pred=8.05
pred: 14.69 deg. took: 10.44 ms | cam=0.86 prep=1.45 pred=8.13
pred: 14.45 deg. took: 10.23 ms | cam=0.83 prep=1.46 pred=7.94
pred: 20.74 deg. took: 10.19 ms | cam=0.77 prep=1.40 pred=8.01
pred: 17.05 deg. took: 10.43 ms | cam=0.85 prep=1.45 pred=8.13
pred: 20.49 deg. took: 10.37 ms | cam=0.87 prep=1.50 pred=8.00
pred: 20.95 deg. took: 10.34 ms | cam=0.85 prep=1.48 pred=8.01
pred: 16.94 deg. took: 10.35 ms | cam=0.85 prep=1.43 pred=8.07
pred: 18.69 deg. took: 10.44 ms | cam=0.84 prep=1.48 pred=8.11
pred: 16.50 deg. took: 10.11 ms | cam=0.84 prep=1.46 pred=7.80
pred: 15.92 deg. took: 10.51 ms | cam=0.87 prep=1.46 pred=8.18
pred: 24.15 deg. took: 10.62 ms | cam=0.83 prep=1.38 pred=8.41
pred: 24.64 deg. took: 10.34 ms | cam=0.85 prep=1.47 pred=8.02
pred: 22.50 deg. took: 10.17 ms | cam=0.82 prep=1.47 pred=7.88
pred: 23.60 deg. took: 11.34 ms | cam=0.84 prep=1.44 pred=9.07
pred: 23.16 deg. took: 10.50 ms | cam=0.88 prep=1.47 pred=8.15
pred: 25.04 deg. took: 11.16 ms | cam=0.85 prep=1.46 pred=8.85
pred: 25.60 deg. took: 11.00 ms | cam=0.81 prep=1.46 pred=8.73
pred: 25.50 deg. took: 11.39 ms | cam=0.81 prep=1.47 pred=9.11
pred: 27.74 deg. took: 10.37 ms | cam=0.84 prep=1.46 pred=8.07
pred: 28.49 deg. took: 10.54 ms | cam=0.89 prep=1.49 pred=8.16
pred: 28.54 deg. took: 10.37 ms | cam=0.85 prep=1.45 pred=8.06
pred: 26.79 deg. took: 10.41 ms | cam=0.84 prep=1.46 pred=8.11
pred: 24.77 deg. took: 10.59 ms | cam=0.83 prep=1.49 pred=8.27
pred: 24.69 deg. took: 10.31 ms | cam=0.88 prep=1.45 pred=7.98
pred: 23.28 deg. took: 10.19 ms | cam=0.80 prep=1.44 pred=7.95
pred: 21.36 deg. took: 10.45 ms | cam=0.85 prep=1.48 pred=8.12
pred: 21.21 deg. took: 10.23 ms | cam=0.84 prep=1.45 pred=7.95
pred: 19.10 deg. took: 10.44 ms | cam=0.82 prep=1.47 pred=8.15
pred: 19.80 deg. took: 10.88 ms | cam=0.89 prep=1.46 pred=8.53
pred: 19.73 deg. took: 10.47 ms | cam=0.76 prep=1.37 pred=8.34
pred: 17.12 deg. took: 10.18 ms | cam=0.85 prep=1.46 pred=7.87
pred: 17.64 deg. took: 10.24 ms | cam=0.84 prep=1.43 pred=7.97
pred: 19.08 deg. took: 10.09 ms | cam=0.75 prep=1.39 pred=7.95
pred: 19.19 deg. took: 10.19 ms | cam=0.91 prep=1.43 pred=7.85
pred: 18.30 deg. took: 10.38 ms | cam=0.82 prep=1.52 pred=8.05
pred: 16.48 deg. took: 11.06 ms | cam=0.85 prep=1.46 pred=8.74
pred: 10.79 deg. took: 11.16 ms | cam=0.83 prep=1.45 pred=8.89
pred: 5.90 deg. took: 10.38 ms | cam=0.83 prep=1.44 pred=8.11
pred: 9.75 deg. took: 10.64 ms | cam=0.88 prep=1.46 pred=8.30
pred: 4.82 deg. took: 10.01 ms | cam=0.83 prep=1.43 pred=7.76
pred: 4.97 deg. took: 10.31 ms | cam=0.85 prep=1.47 pred=8.00
pred: 3.70 deg. took: 10.38 ms | cam=0.82 prep=1.43 pred=8.13
pred: -1.18 deg. took: 10.41 ms | cam=0.84 prep=1.45 pred=8.13
pred: -1.44 deg. took: 10.62 ms | cam=0.91 prep=1.49 pred=8.22
pred: -7.51 deg. took: 10.30 ms | cam=0.82 prep=1.45 pred=8.03
pred: -7.67 deg. took: 10.40 ms | cam=0.88 prep=1.48 pred=8.04
pred: -7.90 deg. took: 10.51 ms | cam=0.82 prep=1.48 pred=8.21
pred: -9.68 deg. took: 10.70 ms | cam=0.87 prep=1.47 pred=8.36
pred: -9.42 deg. took: 10.38 ms | cam=0.89 prep=1.47 pred=8.01
pred: -7.76 deg. took: 10.31 ms | cam=0.82 prep=1.44 pred=8.05
pred: 3.66 deg. took: 10.24 ms | cam=0.85 prep=1.43 pred=7.95
pred: 5.64 deg. took: 10.32 ms | cam=0.81 prep=1.41 pred=8.11
pred: 6.70 deg. took: 18.16 ms | cam=0.82 prep=1.45 pred=15.89
pred: 11.39 deg. took: 10.52 ms | cam=0.90 prep=1.48 pred=8.14
pred: 11.09 deg. took: 10.51 ms | cam=0.81 prep=1.44 pred=8.26
pred: 11.94 deg. took: 10.26 ms | cam=0.87 prep=1.40 pred=7.99
pred: 12.12 deg. took: 10.54 ms | cam=0.82 prep=1.46 pred=8.25
pred: 11.97 deg. took: 11.34 ms | cam=0.82 prep=1.48 pred=9.05
pred: 8.83 deg. took: 10.37 ms | cam=0.89 prep=1.45 pred=8.03
pred: 2.68 deg. took: 10.27 ms | cam=0.82 prep=1.45 pred=8.00
pred: 2.32 deg. took: 10.64 ms | cam=0.86 prep=1.46 pred=8.32
pred: 3.90 deg. took: 10.17 ms | cam=0.83 prep=1.45 pred=7.89
pred: 2.50 deg. took: 10.72 ms | cam=0.81 prep=1.49 pred=8.41
pred: 4.54 deg. took: 10.34 ms | cam=0.88 prep=1.42 pred=8.04
pred: 1.69 deg. took: 10.63 ms | cam=0.85 prep=1.47 pred=8.30
pred: 0.40 deg. took: 10.67 ms | cam=0.86 prep=1.49 pred=8.32
pred: -5.61 deg. took: 10.13 ms | cam=0.83 prep=1.36 pred=7.94
pred: -13.81 deg. took: 10.55 ms | cam=0.88 prep=1.45 pred=8.21
pred: -16.21 deg. took: 10.42 ms | cam=0.84 prep=1.48 pred=8.10
pred: -14.96 deg. took: 10.18 ms | cam=0.81 prep=1.45 pred=7.91
pred: -9.15 deg. took: 10.93 ms | cam=0.86 prep=1.51 pred=8.57
pred: -10.54 deg. took: 10.28 ms | cam=0.82 prep=1.49 pred=7.97
pred: -12.02 deg. took: 10.22 ms | cam=0.87 prep=1.47 pred=7.88
pred: -13.13 deg. took: 10.22 ms | cam=0.84 prep=1.49 pred=7.90
pred: -18.63 deg. took: 10.23 ms | cam=0.83 prep=1.36 pred=8.04
pred: -11.72 deg. took: 10.24 ms | cam=0.86 prep=1.50 pred=7.89
pred: -11.14 deg. took: 11.55 ms | cam=0.82 prep=1.42 pred=9.31
pred: 1.28 deg. took: 10.64 ms | cam=0.82 prep=1.47 pred=8.35
pred: 4.13 deg. took: 10.60 ms | cam=0.90 prep=1.53 pred=8.17
pred: 2.73 deg. took: 10.95 ms | cam=0.84 prep=1.47 pred=8.65
pred: 0.17 deg. took: 10.11 ms | cam=0.85 prep=1.46 pred=7.81
